TCGplayer Id,Product Line,Set Name,Product Name,Title,Number,Rarity,Condition,TCG Market Price,TCG Direct Low,TCG Low Price With Shipping,TCG Low Price,Total Quantity,Add to Quantity,TCG Marketplace Price,Photo URL
"5578845","Dragon Ball Super CCG","Collector's Selection Vol. 2","Super Saiyan God Son Goku // SSGSS Son Goku, Soul Striker Reborn","","P-211","Promo","Near Mint Foil","13.10","","41.9900","40.0000","4","0","11.9900",""
"5578775","Dragon Ball Super CCG","Collector's Selection Vol. 2","Violent Rays","","BT11-030","Promo","Near Mint Foil","8.45","","13.1800","11.9900","4","0","7.1500",""
"5585896","Dragon Ball Super CCG","Collector's Selection Vol. 2","Zamasu, Sacred Disbelief","","BT9-091","Promo","Near Mint Foil","4.11","","4.8100","3.5000","3","0","4.1700",""
"5082560","Dragon Ball Super CCG","Cross Spirits","Son Goku, Return of the Dragon Fist","","BT14-097","Super Rare","Near Mint","0.86","","2.0600","0.7500","0","0","1.1700",""
"3613368","Dragon Ball Super CCG","Cross Worlds","Hyper Evolution Super Saiyan 4 Son Goku","","BT3-123","Secret Rare","Near Mint","59.67","","122.0000","120.0000","0","0","52.4600",""
"3976903","Dragon Ball Super CCG","Destroyer Kings","Broly // Broly, Evil Unleashed","","SD8-01","Starter Rare","Near Mint","6.54","","17.2000","17.2000","0","0","6.0300",""
"4197240","Dragon Ball Super CCG","Draft Box 04 - Dragon Brawl","Son Gohan, Master and Pupil","","DB1-098","Duo Power Rare","Near Mint","9.89","","14.9500","14.9500","1","0","8.9500",""
"4197280","Dragon Ball Super CCG","Draft Box 04 - Dragon Brawl","SS3 Tag Team Trunks","","DB1-103","Duo Power Rare","Near Mint","5.13","","14.0000","13.0100","2","0","5.9000",""
"4351934","Dragon Ball Super CCG","Draft Box 05 - Divine Multiverse","Iwne & Awamo, Universe 1 Destroyer & Angel","","DB2-168","Destroyer & Angel Rare","Near Mint","3.50","","4.8400","2.8500","2","0","3.0600",""
"4263917","Dragon Ball Super CCG","Malicious Machinations","Android 16, Energy Amplification (SPR)","","BT8-121","Special Rare","Near Mint","6.59","","10.5000","10.5000","1","0","5.5000",""
"4257590","Dragon Ball Super CCG","Malicious Machinations","Android 18, Speedy Substitution","","BT8-033","Super Rare","Near Mint","3.65","","3.2900","1.9800","4","0","5.6400",""
"4263611","Dragon Ball Super CCG","Malicious Machinations","Beerus Ball (SPR)","","BT8-022","Special Rare","Near Mint","7.36","","11.3500","10.0000","1","0","6.7700",""
"5336524","Dragon Ball Super CCG","Mythic Booster","Android 18, Perfection's Prey (Gold Stamped)","","P-210","Uncommon","Near Mint Foil","0.99","","2.4100","1.1000","0","0","0.9800",""
"5282663","Dragon Ball Super CCG","Mythic Booster","Dimension Magic (Gold Stamped)","","BT5-050","Common","Near Mint Foil","3.33","","7.9600","6.9700","1","0","3.5300",""
"5282693","Dragon Ball Super CCG","Mythic Booster","Dragon Ball (Gold Stamped)","","BT5-117","Common","Near Mint Foil","2.65","","4.4400","3.1300","0","0","5.2500",""
"5336494","Dragon Ball Super CCG","Mythic Booster","Son Goku, Instincts Surpassed (Gold Stamped)","","P-198","Uncommon","Near Mint Foil","4.28","","9.0000","9.0000","1","0","3.5200",""
"5343236","Dragon Ball Super CCG","Mythic Booster","SS4 Son Goku, Beyond All Limits (Gold Stamped)","","P-262","Rare","Near Mint Foil","1.34","","4.7900","1.8000","4","0","0.8700",""
"5343196","Dragon Ball Super CCG","Mythic Booster","SS4 Vegeta, Peak of Primitive Power (Gold Stamped)","","BT8-136","Secret Rare","Near Mint Foil","17.37","","101.2500","100.0000","1","0","13.2400",""
"5248787","Dragon Ball Super CCG","Mythic Booster","SSB Gogeta, Resonant Explosion (Gold Stamped)","","EX04-03","Uncommon","Near Mint Foil","2.94","","9.9900","9.0000","0","0","3.1400",""
"5309291","Dragon Ball Super CCG","Mythic Booster","Time Magic (Gold Stamped)","","BT5-101","Common","Near Mint Foil","1.62","","1.8100","0.5000","0","0","1.9500",""
"5344624","Dragon Ball Super CCG","Promotion Cards","Android 16, Stalwart Defender (2021 Tournament Pack Vault Set)","","P-310","Promo","Near Mint Foil","0.85","","2.2100","0.9000","4","0","0.8200",""
"4332490","Dragon Ball Super CCG","Promotion Cards","Android 21, Scholarly Gambit","","P-202","Promo","Near Mint","5.32","","6.3100","5.3200","1","0","5.8900",""
"4694732","Dragon Ball Super CCG","Promotion Cards","Announcer // Announcer, the Pro Commentator Returns! (Vicious Rejuvenation Revival Pack)","","P-269","Promo","Near Mint","12.99","","10.9500","9.7500","1","0","12.5900",""
"3970901","Dragon Ball Super CCG","Promotion Cards","Broly, Limits Transcended (Event Pack 3 - 2019)","","BT6-060_PR","Promo","Near Mint","2.37","","12.8800","11.8900","2","0","0.9700",""
"4943832","Dragon Ball Super CCG","Promotion Cards","Chain Attack Bardock","","P-293","Promo","Near Mint","5.47","","10.7500","9.5000","0","0","3.5900",""
"4498854","Dragon Ball Super CCG","Promotion Cards","Ginyu, Captain of the Elite","","P-222","Promo","Near Mint","2.08","","3.3100","2.0000","2","0","2.1100",""
"4335741","Dragon Ball Super CCG","Promotion Cards","Kakarot, the One and Only","","P-187","Promo","Near Mint","7.22","","15.5000","14.0000","0","0","1.0300",""
"4835828","Dragon Ball Super CCG","Promotion Cards","Mecha Frieza, Robotic Riposte (Championship Pack 2021 Vol.1)","","P-331","Promo","Near Mint","2.78","","4.0600","2.7500","1","0","2.7700",""
"4613160","Dragon Ball Super CCG","Promotion Cards","Prince of Destruction Vegeta, Evil Awakened","","P-257","Promo","Near Mint","13.15","","16.0000","16.0000","0","0","16.5500",""
"4332520","Dragon Ball Super CCG","Promotion Cards","Son Gohan & Piccolo, Reliable Reinforcements","","P-208","Promo","Near Mint","1.49","","9.9900","9.0000","1","0","0.8600",""
"4944231","Dragon Ball Super CCG","Promotion Cards","SS Rose Goku Black, Time Ring Trespasser","","P-303","Promo","Near Mint","3.14","","4.2900","2.9800","2","0","3.3200",""
"4501494","Dragon Ball Super CCG","Promotion Cards","SS2 Trunks, Heroic Prospect (Alternate Art)","","P-219","Promo","Near Mint","13.89","","30.9900","30.0000","0","0","16.8000",""
"4724294","Dragon Ball Super CCG","Promotion Cards","SS3 Tag Team Son Gohan (Vicious Rejuvenation Revival Pack)","","DB1-102","Promo","Near Mint","3.99","","10.2400","9.2500","0","0","1.7500",""
"4944251","Dragon Ball Super CCG","Promotion Cards","SS4 Vegeta, Feigned Greeting","","P-307","Promo","Near Mint","6.67","","6.6700","5.4500","0","0","9.0500",""
"3999331","Dragon Ball Super CCG","Promotion Cards","SSB Gogeta, Critical Combination","","P-118","Promo","Near Mint Foil","2.44","","6.3000","4.9900","0","0","1.5000",""
"5347577","Dragon Ball Super CCG","Promotion Cards","Vegeta // SSG Vegeta, Crimson Warrior (Gold Stamped)","","P-360 PR","Promo","Near Mint Foil","14.68","","25.9800","24.6700","1","0","14.4500",""
"4613054","Dragon Ball Super CCG","Promotion Cards","Vegeta, Godly Aura","","P-247","Promo","Near Mint","5.69","","6.9900","5.7700","1","0","7.8000",""
"5344504","Dragon Ball Super CCG","Promotion Cards","Zamasu, the Eliminator (Championship Pack 2021 Vault Set)","","P-337","Promo","Near Mint Foil","4.83","","5.0000","5.0000","3","0","5.8100",""
"5364003","Dragon Ball Super CCG","Realm of the Gods","Kusu, Angel of Universe 10 (SPR)","","BT16-139","Special Rare","Near Mint Foil","2.19","","3.5000","2.1900","2","0","1.8100",""
"5362349","Dragon Ball Super CCG","Realm of the Gods","SS Rose Goku Black, Future on the Line","","BT16-087","Super Rare","Near Mint Foil","1.66","","2.9700","1.6600","3","0","1.3700",""
"5364018","Dragon Ball Super CCG","Realm of the Gods","SSB Vegeta & SS Trunks, Father-Son Bonds (SPR)","","BT16-080","Special Rare","Near Mint Foil","2.94","","4.8100","3.5000","0","0","2.3700",""
"5348238","Dragon Ball Super CCG","Realm of the Gods","SSB Vegeta, Unbridled Power","","BT16-147","Secret Rare","Near Mint Foil","105.98","","300.9900","300.0000","0","0","68.2500",""
"5348263","Dragon Ball Super CCG","Realm of the Gods","SSG Trunks, Power Awakened","","BT16-107","Super Rare","Near Mint Foil","0.66","","1.9700","0.6600","4","0","1.2500",""
"5458273","Dragon Ball Super CCG","Realm of the Gods Pre-Release Cards","Realm of the Gods - Ultra Instinct","","BT16-018","Rare","Near Mint","3.34","","4.0500","2.7000","1","0","3.2000",""
"5458858","Dragon Ball Super CCG","Realm of the Gods Pre-Release Cards","Trunks // SSB Vegeta & SS Trunks, Father-Son Onslaught","","BT16-071","Uncommon","Near Mint","6.79","","8.9700","8.9700","1","0","6.0000",""
"5468762","Dragon Ball Super CCG","Realm of the Gods Pre-Release Cards","Whis, Angel of Universe 7","","BT16-140","Rare","Near Mint","0.92","","2.2300","0.9200","1","0","0.2500",""
"4432029","Dragon Ball Super CCG","Rise of the Unison Warrior","Bulma the Bunny Girl","","BT10-011","Super Rare","Near Mint","27.01","","36.9900","35.0000","0","0","6.1400",""
"4483043","Dragon Ball Super CCG","Rise of the Unison Warrior","Vegeta, Prideful Transformation (SPR)","","BT10-105","Special Rare","Near Mint","6.36","","8.9900","8.0000","0","0","6.2600",""
"4478949","Dragon Ball Super CCG","Rise of the Unison Warrior","Vegito, Unison of Might (SPR)","","BT10-003","Special Rare","Near Mint","2.56","","4.3100","3.0000","0","0","1.5800",""
"4483038","Dragon Ball Super CCG","Rise of the Unison Warrior","Yamcha, Merciless Barrage (SPR)","","BT10-008","Special Rare","Near Mint","1.09","","2.4700","1.1600","1","0","1.1700",""
"4413088","Dragon Ball Super CCG","Rise of the Unison Warrior","Zen-Oh, Cosmic Unison","","BT10-035","Super Rare","Near Mint","0.46","","1.5100","0.2000","1","0","0.5100",""
"5233990","Dragon Ball Super CCG","Saiyan Showdown","SS Broly, Brutality Beyond Measure (SPR)","","BT15-019","Special Rare","Near Mint Foil","10.22","","10.9800","9.9900","0","0","5.2000",""
"5252474","Dragon Ball Super CCG","Saiyan Showdown","The Wicked Saiyans","","BT15-153","Secret Rare","Near Mint Foil","57.18","","115.9900","115.0000","0","0","52.4900",""
"4529128","Dragon Ball Super CCG","Special Anniversary Set 2020","Broly, Crown of Retribution (Alternate Art)","","P-177","Promo","Near Mint Foil","3.17","","7.7800","6.4900","1","0","2.4600",""
"4499364","Dragon Ball Super CCG","Special Anniversary Set 2020","Vegeta, Resolve Renewed","","EX13-04","Expansion Rare","Near Mint Foil","3.16","","3.7900","2.4800","3","0","4.2000",""
"5149761","Dragon Ball Super CCG","Special Anniversary Set 2021","Broly, Omen of Evolution","","EX19-12","Expansion Rare","Near Mint Foil","1.17","","3.3000","1.9900","2","0","1.3500",""
"5154207","Dragon Ball Super CCG","Special Anniversary Set 2021","Great Saiyaman, Vanquisher of Villainy (Alternate Art)","","BT11-065","Rare","Near Mint Foil","4.77","","5.2100","3.9000","0","0","5.3400",""
"5154327","Dragon Ball Super CCG","Special Anniversary Set 2021","Infernal Villainy Cell (Alternate Art)","","BT5-073","Common","Near Mint Foil","2.32","","24.0000","23.0100","2","0","0.8800",""
"5154307","Dragon Ball Super CCG","Special Anniversary Set 2021","Krillin, Moments Before Comeback (Alternate Art)","","BT11-097","Rare","Near Mint Foil","12.55","","11.9800","10.6700","1","0","13.4700",""
"5154147","Dragon Ball Super CCG","Special Anniversary Set 2021","SS Vegeta, the Prince Strikes Back (Alternate Art)","","BT11-130","Rare","Near Mint Foil","12.07","","30.9900","30.0000","0","0","10.4800",""
"5149851","Dragon Ball Super CCG","Special Anniversary Set 2021","SS4 Gogeta, Prismatic Burst","","EX19-22","Expansion Rare","Near Mint Foil","2.55","","4.3000","2.9900","2","0","1.0300",""
"5154317","Dragon Ball Super CCG","Special Anniversary Set 2021","Vegeta, Disciplined Warrior (Alternate Art)","","BT11-054","Rare","Near Mint Foil","3.14","","5.9500","4.6400","1","0","2.9600",""
"4881763","Dragon Ball Super CCG","Supreme Rivalry","Cooler, Effortless Strike (SPR)","","BT13-073","Special Rare","Near Mint","4.19","","10.9900","10.0000","0","0","3.2200",""
"4852092","Dragon Ball Super CCG","Supreme Rivalry","Dabura, Ritual at Hand","","BT13-137","Common","Near Mint Foil","","","2.3100","1.0000","2","0","1.0000",""
"4881728","Dragon Ball Super CCG","Supreme Rivalry","King Vegeta, Hidden Ambitions (SPR)","","BT13-020","Special Rare","Near Mint","4.41","","5.2900","3.9800","1","0","2.8500",""
"4881733","Dragon Ball Super CCG","Supreme Rivalry","King Vegeta's Imposing Presence (SPR)","","BT13-030","Special Rare","Near Mint","10.03","","22.9900","22.9900","4","0","6.5600",""
"4883628","Dragon Ball Super CCG","Supreme Rivalry","Robelu, Demigra's Secretary","","BT13-154","Secret Rare","Near Mint","12.88","","15.9900","15.0000","0","0","15.7500",""
"4882708","Dragon Ball Super CCG","Supreme Rivalry","SS3 Gohanks, Interdimensional Warrior","","BT13-153","Secret Rare","Near Mint","32.47","","63.9900","63.9900","1","0","27.7300",""
"4851707","Dragon Ball Super CCG","Supreme Rivalry","Supreme Kai of Time, Time Labyrinth Unleashed (SPR)","","BT13-135","Special Rare","Near Mint","3.16","","4.2900","2.9800","2","0","4.1100",""
"5041012","Dragon Ball Super CCG","Tournament Promotion Cards","Cooler, Tyrannical Assault (Alternate Art Set 2021 Vol. 2)","","BT9-103","Promo","Near Mint","4.65","","7.3100","6.0000","4","0","6.3600",""
"5474565","Dragon Ball Super CCG","Tournament Promotion Cards","Dabura, Ritual at Hand (Event Pack 09) (Alternate Foil)","","BT13-137","Promo","Near Mint Foil","1.79","","3.6900","1.7000","0","0","2.1000",""
"4613250","Dragon Ball Super CCG","Tournament Promotion Cards","Gotenks, Greatest Fusion of Them All (Winner Stamped)","","P-254","Promo","Near Mint","10.47","","8.8800","8.8800","0","0","11.5500",""
"5229166","Dragon Ball Super CCG","Tournament Promotion Cards","King Piccolo, the New Ruler (Alternate Art Set 2021 Vol. 3)","","DB3-015","Super Rare","Near Mint Foil","2.53","","4.9800","2.9900","1","0","2.0600",""
"5474535","Dragon Ball Super CCG","Tournament Promotion Cards","Mecha Frieza, Robotic Riposte (Event Pack 09) (Alternate Foil)","","P-331","Promo","Near Mint Foil","1.90","","3.2000","1.8900","1","0","2.0600",""
"4699807","Dragon Ball Super CCG","Tournament Promotion Cards","Omega Shenron, the Ultimate Shadow Dragon (Unison Warrior Series Tournament Pack Vol.3)","","P-284","Promo","Near Mint","4.17","","5.3100","4.0000","0","0","4.7900",""
"4699723","Dragon Ball Super CCG","Tournament Promotion Cards","Piccolo Jr., the King's Scion (Unison Warrior Series Tournament Pack Vol.3)","","P-273","Promo","Near Mint","0.92","","2.2300","0.9200","1","0","0.9200",""
"4260695","Dragon Ball Super CCG","Tournament Promotion Cards","Senzu Bean (Championship Final 2019)","","BT1-053","Promo","Near Mint","0.37","","22.3000","20.9900","0","0","24.1500",""
"4501524","Dragon Ball Super CCG","Tournament Promotion Cards","Son Goku, Making an Entrance","","BT7-100","Promo","Near Mint","3.00","","4.3000","2.9900","0","0","3.2800",""
"4613280","Dragon Ball Super CCG","Tournament Promotion Cards","Son Goku, Power of the Golden Great Ape (Winner Stamped)","","P-250","Promo","Near Mint","4.65","","20.9900","20.0000","1","0","2.7900",""
"5474021","Dragon Ball Super CCG","Tournament Promotion Cards","SS Son Goku, the Legend Personified (Card Game Fest 2022)","","BT13-012","Promo","Near Mint Foil","2.89","","9.4900","9.4900","4","0","3.1600",""
"4699821","Dragon Ball Super CCG","Tournament Promotion Cards","SS3 Gogeta, Martial Melee (Unison Warrior Series Tournament Pack Vol.3)","","P-286","Promo","Near Mint","4.00","","13.2500","13.0000","4","0","5.1900",""
"4944261","Dragon Ball Super CCG","Tournament Promotion Cards","SS3 Gogeta, Thwarting the Dark Empire (Winner Stamp)","","P-308","Promo","Near Mint","9.29","","7.4800","6.4900","3","0","11.5400",""
"5148355","Dragon Ball Super CCG","Tournament Promotion Cards","SSB Vegeta, Spirit Mentor (Winner Stamped)","","P-314","Promo","Near Mint","4.92","","13.0000","11.0100","1","0","5.0000",""
"5497716","Dragon Ball Super CCG","Ultimate Squad","Android 17 & Android 18, Team-Up Attack (SPR)","","BT17-136","Special Rare","Near Mint Foil","4.39","","15.5000","10.0000","0","0","4.1200",""
"5595321","Dragon Ball Super CCG","Ultimate Squad","Cell, the Ultimate Bio-Android (SPR)","","BT17-049","Special Rare","Near Mint Foil","3.42","","7.0000","7.0000","1","0","5.4200",""
"5534348","Dragon Ball Super CCG","Ultimate Squad","SS Son Goku, Pan, & SS Trunks, Galactic Explorers (SPR)","","BT17-009","Special Rare","Near Mint Foil","2.77","","6.2500","5.0000","2","0","2.0300",""
"4338314","Dragon Ball Super CCG","Universal Onslaught","Android 18, Bionic Blitz (SPR)","","BT9-099","Special Rare","Near Mint","8.20","","12.9800","12.9800","0","0","15.6900",""
"4335708","Dragon Ball Super CCG","Universal Onslaught","Cell's Earth-Destroying Kamehameha","","BT9-132","Iconic Attack Rare","Near Mint","6.12","","6.4900","5.0000","0","0","6.1900",""
"4335722","Dragon Ball Super CCG","Universal Onslaught","Frieza's Death Ball","","BT9-130","Iconic Attack Rare","Near Mint","4.28","","10.9900","10.0000","4","0","3.5500",""
"4338299","Dragon Ball Super CCG","Universal Onslaught","Nappa, Demolition Man (SPR)","","BT9-090","Special Rare","Near Mint","3.66","","4.7600","3.4500","0","0","3.9000",""
"4318357","Dragon Ball Super CCG","Universal Onslaught","Petrification","","BT9-087","Uncommon","Near Mint","4.59","","4.8100","3.5000","2","0","5.6300",""
"4335727","Dragon Ball Super CCG","Universal Onslaught","Ultra Instinct Goku's Kamehameha","","BT9-131","Iconic Attack Rare","Near Mint","11.76","","20.0000","20.0000","2","0","7.4100",""
"4338304","Dragon Ball Super CCG","Universal Onslaught","Zamasu, Sacred Disbelief (SPR)","","BT9-091","Special Rare","Near Mint","4.52","","5.0000","5.0000","0","0","5.2500",""
"4340939","Dragon Ball Super CCG","Universal Onslaught Pre-Release Cards","Cooler // Cooler, Revenge Transformed","","BT9-002","Uncommon","Near Mint","","","59.9500","59.9500","0","0","31.4000",""
"4572032","Dragon Ball Super CCG","Vermilion Bloodline","Baby Hatchhyack, Saiyan Destroyer","","BT11-153","Secret Rare","Near Mint","9.73","","9.9900","9.0000","1","0","10.6700",""
"4539267","Dragon Ball Super CCG","Vermilion Bloodline","Prince of Destruction Vegeta, Prideful Warrior (SPR)","","BT11-066","Special Rare","Near Mint","21.94","","41.2700","39.9600","0","0","14.7800",""
"4531866","Dragon Ball Super CCG","Vermilion Bloodline","Violent Rays","","BT11-030","Super Rare","Near Mint","1.35","","2.0600","0.6700","3","0","2.0200",""
"4698420","Dragon Ball Super CCG","Vicious Rejuvenation","King Piccolo, Dimensional Conqueror (SPR)","","BT12-057","Special Rare","Near Mint","5.97","","18.8100","17.5000","1","0","3.2800",""
"4695542","Dragon Ball Super CCG","Vicious Rejuvenation","Majin Buu, Incarnation of Demonic Evil","","BT12-153","Secret Rare","Near Mint","28.34","","54.9900","53.7700","0","0","26.2500",""
"4698358","Dragon Ball Super CCG","Vicious Rejuvenation","Omega Shenron, Allies Absorbed (SPR)","","BT12-108","Special Rare","Near Mint","3.38","","4.0600","2.7500","4","0","3.6800",""
"4698363","Dragon Ball Super CCG","Vicious Rejuvenation","SS3 Gogeta, Marvelous Might (SPR)","","BT12-136","Special Rare","Near Mint","8.40","","7.9500","6.9600","0","0","11.5800",""
"4695547","Dragon Ball Super CCG","Vicious Rejuvenation","Super Paikuhan, Might Manifested","","BT12-152","Secret Rare","Near Mint","10.83","","20.9800","20.9800","0","0","10.4100",""
"4744041","Dragon Ball Super CCG","Vicious Rejuvenation Pre-Release Cards","Gogeta, Fearless Fusion","","BT12-137","Rare","Near Mint","","","13.9600","12.6900","0","0","0.2500",""
"3377531","Final Fantasy TCG","Opus I","Rikku (Hero)","","1-089H","Hero","Near Mint","1.51","","2.8100","1.5000","3","0","1.8700",""
"3377488","Final Fantasy TCG","Opus I","Terra (Hero)","","1-046H","Hero","Near Mint","1.59","","2.6900","1.3800","3","0","2.0400",""
"3377707","Final Fantasy TCG","Opus II","Asura","","2-049H","Hero","Near Mint","1.04","","1.9600","0.6500","3","0","1.3500",""
"3377795","Final Fantasy TCG","Opus II","Merlwyb EX","","2-137H","Hero","Near Mint","1.17","","2.2500","0.9400","3","0","1.0400",""
"3377693","Final Fantasy TCG","Opus II","Shelke","","2-035H","Hero","Near Mint","2.68","","1.6200","0.3100","1","0","6.1600",""
"3439621","Final Fantasy TCG","Opus III","King Tycoon EX","","3-059H","Hero","Near Mint","2.46","","2.1500","0.8400","3","0","4.5200",""
"3439335","Final Fantasy TCG","Opus III","Phoenix","","3-020H","Hero","Near Mint","2.84","","3.1100","1.8000","0","0","4.2100",""
"4140714","Final Fantasy TCG","Opus IX","Baigan","","9-072H","Hero","Near Mint Foil","0.55","","1.7700","0.4600","1","0","0.5500",""
"4140499","Final Fantasy TCG","Opus IX","Queen of Eblan","","9-006H","Hero","Near Mint Foil","0.36","","1.4900","0.1800","1","0","0.3200",""
"4140844","Final Fantasy TCG","Opus IX","Ultros","","9-104L","Legend","Near Mint","3.49","","4.2100","2.9000","1","0","4.1500",""
"3618169","Final Fantasy TCG","Opus V","Aria (III) EX","","5-123H","Hero","Near Mint","0.94","","1.9600","0.6500","3","0","0.7100",""
"3984568","Final Fantasy TCG","Opus VIII","Freya","","8-126H","Hero","Near Mint","2.99","","4.1100","2.8000","1","0","2.7800",""
"3983110","Final Fantasy TCG","Opus VIII","Time Mage","","8-039C","Common","Lightly Played Foil","","","","","1","0","0.2500",""
"3983903","Final Fantasy TCG","Opus VIII","Vivi","","8-016H","Hero","Near Mint","4.05","","5.2700","3.9600","3","0","4.5700",""
"3983154","Final Fantasy TCG","Opus VIII","Yuffie (Hero)","","8-064H","Hero","Near Mint","1.79","","2.7600","1.4500","3","0","1.7200",""
"4260161","Final Fantasy TCG","Opus X","Alus","","10-085H","Hero","Near Mint","12.23","","7.0400","6.2600","0","0","10.3500",""
"4262233","Final Fantasy TCG","Opus X","Arc EX","","10-043H","Hero","Near Mint","8.23","","5.3800","5.3800","0","0","11.6600",""
"4262343","Final Fantasy TCG","Opus X","Chocobo","","10-055H","Hero","Near Mint","2.47","","2.8400","1.5300","3","0","3.6200",""
"4263123","Final Fantasy TCG","Opus X","Leviathan EX","","10-125H","Hero","Near Mint","2.93","","3.7000","2.3900","3","0","3.0000",""
"4354029","Final Fantasy TCG","Opus XI","Chaos","","11-129H","Hero","Near Mint","1.58","","2.1800","0.8700","3","0","2.0700",""
"4354804","Final Fantasy TCG","Opus XI","Relm","","11-124H","Hero","Near Mint","6.38","","4.9900","3.6800","0","0","9.6600",""
"6723784","Magic","30th Anniversary Promos","Exalted Angel","","10","P","Near Mint Foil","1.01","","1.7100","0.4000","1","0","0.4100",""
"325623","Magic","8th Edition","Coat of Arms","","294","R","Damaged","13.43","","14.4200","13.1700","0","0","15.1400",""
"24616","Magic","9th Edition","Adarkar Wastes","","317","R","Near Mint","3.94","","5.0100","3.7000","0","0","4.2000",""
"342711","Magic","9th Edition","Coat of Arms","","291","R","Moderately Played","15.04","","16.1500","16.1500","1","0","16.9800",""
"831522","Magic","9th Edition","Mogg Sentry","","204","R","Lightly Played Foil","0.99","","4.8100","3.5000","0","0","1.9500",""
"374390","Magic","9th Edition","Phyrexian Arena","","152","R","Lightly Played","3.15","","5.9900","4.0000","1","0","2.5400",""
"24869","Magic","9th Edition","Seething Song","","216","C","Near Mint","8.63","","8.2400","7.2500","0","0","6.3100",""
"24921","Magic","9th Edition","Underground River","","326","R","Near Mint","4.85","","5.4600","5.4600","1","0","5.7600",""
"24924","Magic","9th Edition","Ur-Golem's Eye","","314","U","Near Mint","0.66","","1.6700","0.3600","1","0","0.5600",""
"5071115","Magic","Adventures in the Forgotten Realms","Barbarian Class","","131","U","Near Mint","0.33","0.33","1.4900","0.1800","0","0","0.2500",""
"5069140","Magic","Adventures in the Forgotten Realms","Chaos Channeler","","136","U","Near Mint","0.16","0.01","1.4300","0.1200","1","0","0.2500",""
"5058824","Magic","Adventures in the Forgotten Realms","Dungeon Map","","242","U","Near Mint","0.11","0.01","1.3600","0.0500","1","0","0.2500",""
"5069250","Magic","Adventures in the Forgotten Realms","Earth-Cult Elemental","","141","C","Near Mint","0.16","0.05","1.3900","0.0800","1","0","0.2500",""
